זמן התחלה,ממוצע
2025-06-23 00:00:00,49.77656804733727
2025-06-23 01:00:00,49.94297328687573
2025-06-23 02:00:00,49.93961584633853
2025-06-23 03:00:00,50.37162790697674
2025-06-23 04:00:00,48.55302166476625
2025-06-23 05:00:00,49.93914110429448
2025-06-23 06:00:00,49.56221198156682
2025-06-23 07:00:00,50.742823529411766
2025-06-23 08:00:00,48.493424036281176
2025-06-23 09:00:00,47.42282208588957
2025-06-23 10:00:00,50.082598331346844
2025-06-23 11:00:00,50.06682808716707
2025-06-23 12:00:00,50.66157461809636
2025-06-23 13:00:00,50.721403508771935
2025-06-23 14:00:00,49.57065217391305
2025-06-23 15:00:00,49.38673218673219
2025-06-23 16:00:00,49.37242937853107
2025-06-23 17:00:00,49.95597633136095
2025-06-23 18:00:00,49.122580645161285
2025-06-23 19:00:00,49.09125
2025-06-23 20:00:00,48.024041811846686
2025-06-23 21:00:00,51.96674391657011
2025-06-23 22:00:00,49.472368421052636
2025-06-23 23:00:00,49.46983930778739
