זמן התחלה,ממוצע
2025-06-28 00:00:00,50.40529953917051
2025-06-28 01:00:00,49.89316909294513
2025-06-28 02:00:00,48.4530494821634
2025-06-28 03:00:00,50.03463819691577
2025-06-28 04:00:00,50.96168224299065
2025-06-28 05:00:00,49.82693602693603
2025-06-28 06:00:00,51.033796296296295
2025-06-28 07:00:00,50.365212527964204
2025-06-28 08:00:00,48.63529411764706
2025-06-28 09:00:00,51.14232558139535
2025-06-28 10:00:00,48.9078612716763
2025-06-28 11:00:00,49.3079295154185
2025-06-28 12:00:00,49.02250316055626
2025-06-28 13:00:00,49.31666666666666
2025-06-28 14:00:00,50.72760290556901
2025-06-28 15:00:00,50.31814988290398
2025-06-28 16:00:00,50.330813953488374
2025-06-28 17:00:00,51.71075144508671
2025-06-28 18:00:00,51.69796954314721
2025-06-28 19:00:00,48.73475258918297
2025-06-28 20:00:00,49.40170454545454
2025-06-28 21:00:00,50.97424942263279
2025-06-28 22:00:00,49.25434272300469
2025-06-28 23:00:00,50.52342657342657
