זמן התחלה,ממוצע
2025-06-21 00:00:00,49.94761703828833
2025-06-21 01:00:00,49.73206706137674
2025-06-21 02:00:00,50.415799400726875
2025-06-21 03:00:00,51.03058017929299
2025-06-21 04:00:00,50.36716308577317
2025-06-21 05:00:00,50.274398756224066
2025-06-21 06:00:00,50.358686462894184
2025-06-21 07:00:00,50.81248818785312
2025-06-21 08:00:00,50.452973369279064
2025-06-21 09:00:00,50.21506491281253
2025-06-21 10:00:00,49.71969035036375
2025-06-21 11:00:00,49.625946236163344
2025-06-21 12:00:00,50.01726966408553
2025-06-21 13:00:00,49.87673287998017
2025-06-21 14:00:00,50.469341054179985
2025-06-21 15:00:00,49.46416460982965
2025-06-21 16:00:00,50.025200410659885
2025-06-21 17:00:00,50.07639810519244
2025-06-21 18:00:00,50.15857567900419
2025-06-21 19:00:00,50.00390282924029
2025-06-21 20:00:00,49.67184486302527
2025-06-21 21:00:00,49.77645161383343
2025-06-21 22:00:00,50.052760529810264
2025-06-21 23:00:00,50.367308050839235
