זמן התחלה,ממוצע
2025-06-22 00:00:00,49.536460379164936
2025-06-22 01:00:00,49.90303659381987
2025-06-22 02:00:00,49.44748478907013
2025-06-22 03:00:00,50.368592866189246
2025-06-22 04:00:00,50.342842422382496
2025-06-22 05:00:00,49.55943952872005
2025-06-22 06:00:00,49.6089312633479
2025-06-22 07:00:00,49.79119300013701
2025-06-22 08:00:00,50.38687713573383
2025-06-22 09:00:00,50.03231949028101
2025-06-22 10:00:00,50.271734278316664
2025-06-22 11:00:00,49.994984984444145
2025-06-22 12:00:00,49.8169631971982
2025-06-22 13:00:00,49.615829964723076
2025-06-22 14:00:00,50.08010871836474
2025-06-22 15:00:00,50.68168037616809
2025-06-22 16:00:00,49.84808811955813
2025-06-22 17:00:00,50.24932855785629
2025-06-22 18:00:00,50.09314057053771
2025-06-22 19:00:00,50.15256331073584
2025-06-22 20:00:00,50.324092970424104
2025-06-22 21:00:00,49.78539629140557
2025-06-22 22:00:00,50.21712696746121
2025-06-22 23:00:00,50.34261819869383
