זמן התחלה,ממוצע
2025-06-01 00:00:00,50.20820045558087
2025-06-01 01:00:00,50.57332589285714
2025-06-01 02:00:00,49.407021517553794
2025-06-01 03:00:00,50.15790645879733
2025-06-01 04:00:00,48.797867298578204
2025-06-01 05:00:00,50.8816091954023
2025-06-01 06:00:00,50.17070357554787
2025-06-01 07:00:00,49.32990970654628
2025-06-01 08:00:00,49.61766743648961
2025-06-01 09:00:00,48.79498806682577
2025-06-01 10:00:00,48.834074941451995
2025-06-01 11:00:00,48.578183962264156
2025-06-01 12:00:00,49.36120283018868
2025-06-01 13:00:00,49.63157894736842
2025-06-01 14:00:00,49.93682266009852
2025-06-01 15:00:00,49.433674630261656
2025-06-01 16:00:00,50.80937853107345
2025-06-01 17:00:00,52.756159420289855
2025-06-01 18:00:00,49.95768348623853
2025-06-01 19:00:00,50.64915865384615
2025-06-01 20:00:00,50.60483490566038
2025-06-01 21:00:00,50.930957943925236
2025-06-01 22:00:00,50.26638755980861
2025-06-01 23:00:00,49.504033214709374
2025-06-02 00:00:00,51.09892086330935
2025-06-02 01:00:00,49.45691358024691
2025-06-02 02:00:00,50.13082524271845
2025-06-02 03:00:00,52.117033603707995
2025-06-02 04:00:00,50.74035087719298
2025-06-02 05:00:00,48.83500597371565
2025-06-02 06:00:00,50.34806763285024
2025-06-02 07:00:00,49.361207897793264
2025-06-02 08:00:00,49.86028202115158
2025-06-02 09:00:00,49.65079006772009
2025-06-02 10:00:00,50.31737089201878
2025-06-02 11:00:00,48.52271689497717
2025-06-02 12:00:00,49.15127020785219
2025-06-02 13:00:00,51.32574370709382
2025-06-02 14:00:00,51.23143851508121
2025-06-02 15:00:00,50.709929078014184
2025-06-02 16:00:00,50.05440289505428
2025-06-02 17:00:00,50.80687575392039
2025-06-02 18:00:00,51.44505238649593
2025-06-02 19:00:00,50.522950819672126
2025-06-02 20:00:00,49.53663484486873
2025-06-02 21:00:00,52.52013888888889
2025-06-02 22:00:00,48.85023752969121
2025-06-02 23:00:00,50.353658536585364
2025-06-03 00:00:00,49.76896149358226
2025-06-03 01:00:00,49.89544392523364
2025-06-03 02:00:00,50.273529411764706
2025-06-03 03:00:00,47.72727272727273
2025-06-03 04:00:00,48.458920187793424
2025-06-03 05:00:00,48.93278301886792
2025-06-03 06:00:00,49.407242990654204
2025-06-03 07:00:00,50.01173708920188
2025-06-03 08:00:00,48.93305588585017
2025-06-03 09:00:00,51.70273037542662
2025-06-03 10:00:00,49.76062717770035
2025-06-03 11:00:00,51.22688888888889
2025-06-03 12:00:00,50.94737470167065
2025-06-03 13:00:00,49.80480984340045
2025-06-03 14:00:00,48.77334851936219
2025-06-03 15:00:00,50.24278728606357
2025-06-03 16:00:00,49.39696616102683
2025-06-03 17:00:00,48.18506731946144
2025-06-03 18:00:00,50.03154897494305
2025-06-03 19:00:00,50.67444314185229
2025-06-03 20:00:00,51.11019184652278
2025-06-03 21:00:00,50.83093023255814
2025-06-03 22:00:00,49.32502896871379
2025-06-03 23:00:00,50.621960297766755
2025-06-04 00:00:00,49.6115976331361
2025-06-04 01:00:00,51.28901869158879
2025-06-04 02:00:00,50.27571592210767
2025-06-04 03:00:00,51.20191387559809
2025-06-04 04:00:00,50.353913043478265
2025-06-04 05:00:00,49.74326812428078
2025-06-04 06:00:00,49.944024390243904
2025-06-04 07:00:00,49.920997679814384
2025-06-04 08:00:00,48.65508982035928
2025-06-04 09:00:00,51.133295583238954
2025-06-04 10:00:00,48.824664224664225
2025-06-04 11:00:00,51.105710955710954
2025-06-04 12:00:00,49.73932448733414
2025-06-04 13:00:00,48.441483198146
2025-06-04 14:00:00,49.18523255813954
2025-06-04 15:00:00,49.93719512195122
2025-06-04 16:00:00,50.73623853211009
2025-06-04 17:00:00,50.34800469483568
2025-06-04 18:00:00,50.12202591283863
2025-06-04 19:00:00,52.33757431629013
2025-06-04 20:00:00,49.52540229885057
2025-06-04 21:00:00,49.85862884160757
2025-06-04 22:00:00,51.65177304964539
2025-06-04 23:00:00,48.85301624129931
2025-06-05 00:00:00,48.611123986095016
2025-06-05 01:00:00,49.13076023391813
2025-06-05 02:00:00,50.38498253783469
2025-06-05 03:00:00,50.213583138173306
2025-06-05 04:00:00,49.95370152761457
2025-06-05 05:00:00,49.396686390532544
2025-06-05 06:00:00,49.587081339712924
2025-06-05 07:00:00,48.753287981859415
2025-06-05 08:00:00,50.57611428571428
2025-06-05 09:00:00,50.19249706916764
2025-06-05 10:00:00,50.13091334894614
2025-06-05 11:00:00,50.05864123957092
2025-06-05 12:00:00,51.617551963048506
2025-06-05 13:00:00,49.56123399301513
2025-06-05 14:00:00,50.98921679909194
2025-06-05 15:00:00,48.966317016317014
2025-06-05 16:00:00,49.075743162901304
2025-06-05 17:00:00,50.82217142857143
2025-06-05 18:00:00,49.86735187424426
2025-06-05 19:00:00,51.61776765375854
2025-06-05 20:00:00,49.763690476190476
2025-06-05 21:00:00,49.03249701314217
2025-06-05 22:00:00,50.38320895522388
2025-06-05 23:00:00,50.24545454545454
2025-06-06 00:00:00,49.249243306169966
2025-06-06 01:00:00,51.507107231920195
2025-06-06 02:00:00,50.19182968929804
2025-06-06 03:00:00,50.057870370370374
2025-06-06 04:00:00,50.38067915690866
2025-06-06 05:00:00,49.03069427527405
2025-06-06 06:00:00,49.4465737514518
2025-06-06 07:00:00,49.14918604651163
2025-06-06 08:00:00,49.41039903264813
2025-06-06 09:00:00,50.06322505800464
2025-06-06 10:00:00,51.61070154577883
2025-06-06 11:00:00,50.88625
2025-06-06 12:00:00,50.718140068886335
2025-06-06 13:00:00,50.66741706161138
2025-06-06 14:00:00,51.967020023557126
2025-06-06 15:00:00,49.59661426844015
2025-06-06 16:00:00,50.27755813953488
2025-06-06 17:00:00,48.65352941176471
2025-06-06 18:00:00,50.312572087658594
2025-06-06 19:00:00,49.59533492822966
2025-06-06 20:00:00,51.25290628706998
2025-06-06 21:00:00,49.09554285714285
2025-06-06 22:00:00,49.97863046044864
2025-06-06 23:00:00,48.220902612826606
2025-06-07 00:00:00,50.69100467289719
2025-06-07 01:00:00,50.060879904875144
2025-06-07 02:00:00,50.78378698224852
2025-06-07 03:00:00,51.21782857142857
2025-06-07 04:00:00,49.49777227722772
2025-06-07 05:00:00,48.306666666666665
2025-06-07 06:00:00,48.99978213507626
2025-06-07 07:00:00,51.370615563298486
2025-06-07 08:00:00,51.51559074299635
2025-06-07 09:00:00,50.42039397450753
2025-06-07 10:00:00,47.97831050228311
2025-06-07 11:00:00,49.11060975609756
2025-06-07 12:00:00,48.78634146341464
2025-06-07 13:00:00,50.09188876013906
2025-06-07 14:00:00,50.20912280701755
2025-06-07 15:00:00,51.28162291169451
2025-06-07 16:00:00,50.163429256594725
2025-06-07 17:00:00,50.13536439665472
2025-06-07 18:00:00,48.77516411378556
2025-06-07 19:00:00,48.71794285714285
2025-06-07 20:00:00,50.402219482120834
2025-06-07 21:00:00,49.26239520958084
2025-06-07 22:00:00,49.70926773455378
2025-06-07 23:00:00,49.49084158415842
2025-06-08 00:00:00,49.70582857142857
2025-06-08 01:00:00,50.59787234042553
2025-06-08 02:00:00,50.175393939393935
2025-06-08 03:00:00,50.35328376703841
2025-06-08 04:00:00,48.38948598130841
2025-06-08 05:00:00,49.153371428571425
2025-06-08 06:00:00,48.77837181044957
2025-06-08 07:00:00,49.23424821002387
2025-06-08 08:00:00,48.85490867579909
2025-06-08 09:00:00,49.5593037214886
2025-06-08 10:00:00,50.11095238095238
2025-06-08 11:00:00,53.27988165680473
2025-06-08 12:00:00,49.70203349282297
2025-06-08 13:00:00,51.12824339839265
2025-06-08 14:00:00,50.80879732739421
2025-06-08 15:00:00,49.51930870083432
2025-06-08 16:00:00,49.81261574074074
2025-06-08 17:00:00,49.67705112960761
2025-06-08 18:00:00,51.636384704519116
2025-06-08 19:00:00,51.39216152019002
2025-06-08 20:00:00,47.09799054373523
2025-06-08 21:00:00,49.80488081725312
2025-06-08 22:00:00,50.135806831566555
2025-06-08 23:00:00,50.87494033412887
2025-06-09 00:00:00,48.6616
2025-06-09 01:00:00,49.30919282511211
2025-06-09 02:00:00,47.56270543615676
2025-06-09 03:00:00,50.40121654501217
2025-06-09 04:00:00,49.30130023640662
2025-06-09 05:00:00,49.08139534883721
2025-06-09 06:00:00,49.2447973713034
2025-06-09 07:00:00,50.86056338028169
2025-06-09 08:00:00,48.77526011560693
2025-06-09 09:00:00,50.466352941176474
2025-06-09 10:00:00,50.97548240635641
2025-06-09 11:00:00,48.4902411021814
2025-06-09 12:00:00,49.27914634146342
2025-06-09 13:00:00,48.61440092165899
2025-06-09 14:00:00,50.270405727923624
